,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_MADE_FLAG
71,Above the Break 3,Center(C),25,-7,253,1
72,Left Corner 3,Left Side(L),23,-236,-11,0
73,Restricted Area,Center(C),1,13,-1,1
74,Restricted Area,Center(C),2,24,10,0
75,Above the Break 3,Right Side Center(RC),27,160,218,1
76,Restricted Area,Center(C),2,20,8,1
77,Restricted Area,Center(C),3,-29,10,0
78,Above the Break 3,Right Side Center(RC),27,158,229,0
79,Mid-Range,Left Side Center(LC),20,-74,196,0
80,Restricted Area,Center(C),1,6,18,0
81,Above the Break 3,Right Side Center(RC),25,200,154,0
82,Above the Break 3,Left Side Center(LC),25,-198,160,0
83,Above the Break 3,Right Side Center(RC),24,143,202,0
84,Above the Break 3,Center(C),26,-32,259,1
85,Restricted Area,Center(C),2,-22,0,0
86,Above the Break 3,Left Side Center(LC),26,-189,192,1
87,Above the Break 3,Right Side Center(RC),25,179,179,1
88,Above the Break 3,Right Side Center(RC),26,116,237,1
89,In The Paint (Non-RA),Center(C),7,70,4,0
90,Restricted Area,Center(C),3,-25,24,0
91,Restricted Area,Center(C),1,-10,-4,1
92,Above the Break 3,Center(C),28,-2,285,1
93,Above the Break 3,Left Side Center(LC),26,-130,232,0
94,Restricted Area,Center(C),3,-32,-4,1
95,Restricted Area,Center(C),1,-15,8,0
96,In The Paint (Non-RA),Center(C),13,27,137,1
97,Left Corner 3,Left Side(L),23,-234,9,0
98,Mid-Range,Left Side(L),16,-161,17,1
99,Restricted Area,Center(C),3,29,17,1
100,Above the Break 3,Left Side Center(LC),25,-84,243,1
101,Above the Break 3,Left Side Center(LC),27,-150,226,1
102,In The Paint (Non-RA),Center(C),5,-1,55,0
103,In The Paint (Non-RA),Center(C),12,25,120,1
104,Restricted Area,Center(C),2,-19,23,1
105,Above the Break 3,Left Side Center(LC),27,-93,260,0
106,Above the Break 3,Left Side Center(LC),25,-217,129,0
107,In The Paint (Non-RA),Center(C),13,-38,132,0
108,In The Paint (Non-RA),Right Side(R),12,67,109,1
109,Restricted Area,Center(C),3,34,14,1
110,Above the Break 3,Right Side Center(RC),26,158,218,1
111,Restricted Area,Center(C),1,-16,5,0
112,Restricted Area,Center(C),1,11,11,0
113,Above the Break 3,Right Side Center(RC),26,169,210,1
114,Restricted Area,Center(C),2,18,-13,0
115,Above the Break 3,Left Side Center(LC),25,-87,235,0
116,In The Paint (Non-RA),Center(C),8,40,75,1
117,Left Corner 3,Left Side(L),22,-229,17,0
118,In The Paint (Non-RA),Center(C),9,-2,92,0
119,Above the Break 3,Left Side Center(LC),25,-188,175,0
120,Restricted Area,Center(C),2,-24,17,0
121,In The Paint (Non-RA),Center(C),10,-25,101,0
122,Restricted Area,Center(C),0,0,0,1
123,Restricted Area,Center(C),2,20,10,0
124,Mid-Range,Center(C),18,5,180,1
125,Above the Break 3,Center(C),25,-1,253,1
126,Restricted Area,Center(C),0,2,8,1
127,Restricted Area,Center(C),1,10,5,1
128,Above the Break 3,Right Side Center(RC),25,93,238,0
129,Restricted Area,Center(C),3,-25,23,1
130,Above the Break 3,Center(C),25,18,255,1
131,In The Paint (Non-RA),Center(C),11,-21,114,1
132,Restricted Area,Center(C),0,-6,4,1
133,Restricted Area,Center(C),1,11,5,0
134,Above the Break 3,Center(C),25,-78,243,1
135,Restricted Area,Center(C),1,14,0,1
136,Above the Break 3,Right Side Center(RC),27,155,226,1
137,Above the Break 3,Right Side Center(RC),25,88,241,0
138,Above the Break 3,Right Side Center(RC),25,144,215,1
139,Above the Break 3,Right Side Center(RC),29,127,263,0
140,Above the Break 3,Right Side Center(RC),26,98,248,0
141,Above the Break 3,Right Side Center(RC),26,132,234,0
142,Above the Break 3,Right Side Center(RC),25,126,226,0
143,Above the Break 3,Right Side Center(RC),26,185,187,1
144,Restricted Area,Center(C),0,1,3,1
145,Restricted Area,Center(C),1,12,13,0
146,Above the Break 3,Left Side Center(LC),26,-147,215,0
147,Above the Break 3,Right Side Center(RC),27,192,195,0
148,Restricted Area,Center(C),1,0,11,0
149,Restricted Area,Center(C),2,17,14,1
150,Above the Break 3,Center(C),27,2,271,1
151,Restricted Area,Center(C),1,12,6,0
152,Above the Break 3,Center(C),29,74,284,1
153,Restricted Area,Center(C),2,4,25,1
154,In The Paint (Non-RA),Center(C),6,-11,60,1
155,Above the Break 3,Center(C),33,-33,336,0
156,In The Paint (Non-RA),Center(C),4,15,38,1
157,Left Corner 3,Left Side(L),23,-232,-21,0
158,Restricted Area,Center(C),2,6,28,0
159,Mid-Range,Right Side(R),15,152,33,1
160,Above the Break 3,Right Side Center(RC),29,158,251,0
161,Backcourt,Back Court(BC),57,176,547,0
162,Restricted Area,Center(C),1,-5,11,1
163,In The Paint (Non-RA),Center(C),12,9,128,1
164,Above the Break 3,Center(C),29,2,296,0
165,Right Corner 3,Right Side(R),23,227,62,1
166,Restricted Area,Center(C),0,2,4,0
167,Above the Break 3,Left Side Center(LC),26,-131,236,1
168,Mid-Range,Right Side Center(RC),22,149,172,0
169,Above the Break 3,Center(C),39,24,395,0
170,In The Paint (Non-RA),Center(C),5,0,50,0
171,Mid-Range,Left Side Center(LC),19,-100,173,0
172,Above the Break 3,Right Side Center(RC),24,180,169,0
173,Above the Break 3,Left Side Center(LC),27,-195,193,0
174,Above the Break 3,Right Side Center(RC),27,87,265,0
175,Above the Break 3,Right Side Center(RC),25,141,214,0
176,Above the Break 3,Center(C),26,24,262,1
177,Above the Break 3,Center(C),26,49,258,0
178,Above the Break 3,Left Side Center(LC),24,-143,205,1
179,Above the Break 3,Center(C),27,55,272,1
180,Restricted Area,Center(C),3,-33,11,0
181,Mid-Range,Right Side Center(RC),20,78,187,1
182,Above the Break 3,Right Side Center(RC),26,203,173,1
183,Above the Break 3,Right Side Center(RC),31,182,261,0
184,Right Corner 3,Right Side(R),23,234,9,1
185,Above the Break 3,Right Side Center(RC),25,110,229,0
186,Above the Break 3,Center(C),26,50,257,0
187,Mid-Range,Center(C),20,17,203,0
188,Restricted Area,Center(C),2,11,27,0
189,Above the Break 3,Center(C),26,-19,261,0
190,In The Paint (Non-RA),Right Side(R),14,76,121,0
191,Above the Break 3,Left Side Center(LC),24,-144,197,0
192,Above the Break 3,Right Side Center(RC),29,160,242,0
193,Right Corner 3,Right Side(R),24,244,8,0
194,Mid-Range,Right Side Center(RC),21,107,185,0
195,Right Corner 3,Right Side(R),23,232,-26,1
196,Above the Break 3,Center(C),25,55,249,1
197,Above the Break 3,Left Side Center(LC),27,-149,228,1
198,Mid-Range,Left Side(L),11,-87,73,0
199,Mid-Range,Left Side(L),10,-89,64,1
200,Restricted Area,Center(C),3,31,17,0
201,Above the Break 3,Center(C),28,85,274,0
202,Left Corner 3,Left Side(L),23,-231,4,0
203,Mid-Range,Center(C),14,25,140,0
204,Restricted Area,Center(C),2,-25,11,0
205,Above the Break 3,Right Side Center(RC),25,158,204,0
206,Above the Break 3,Center(C),24,-59,239,0
207,Above the Break 3,Center(C),26,6,261,0
208,Left Corner 3,Left Side(L),23,-234,47,0
209,In The Paint (Non-RA),Center(C),10,-29,99,1
210,Above the Break 3,Right Side Center(RC),27,177,208,0
211,Mid-Range,Center(C),20,-46,199,0
212,Above the Break 3,Center(C),26,-13,268,0
213,Restricted Area,Center(C),2,22,6,0
214,Left Corner 3,Left Side(L),22,-223,-16,0
215,Mid-Range,Center(C),20,-43,205,0
216,Above the Break 3,Left Side Center(LC),27,-161,220,0
217,Above the Break 3,Left Side Center(LC),29,-154,252,1
218,Above the Break 3,Right Side Center(RC),26,131,231,0
219,Above the Break 3,Left Side Center(LC),26,-180,190,0
220,Above the Break 3,Left Side Center(LC),25,-182,183,1
221,Mid-Range,Left Side(L),16,-159,34,1
222,In The Paint (Non-RA),Right Side(R),8,64,53,0
223,Mid-Range,Center(C),21,-1,217,1
224,In The Paint (Non-RA),Center(C),5,18,52,0
225,Mid-Range,Center(C),14,2,148,0
226,Above the Break 3,Right Side Center(RC),24,169,180,1
227,Restricted Area,Center(C),1,9,8,1
228,Above the Break 3,Center(C),25,-5,255,0
229,Restricted Area,Center(C),2,-22,3,1
230,Above the Break 3,Left Side Center(LC),25,-140,213,0
231,In The Paint (Non-RA),Center(C),4,24,41,0
232,Above the Break 3,Left Side Center(LC),28,-169,229,0
233,Mid-Range,Right Side(R),17,170,-18,0
234,Right Corner 3,Right Side(R),23,228,56,1
235,Restricted Area,Center(C),2,-24,3,0
236,Left Corner 3,Left Side(L),23,-227,57,0
237,Above the Break 3,Center(C),26,60,253,1
238,Above the Break 3,Left Side Center(LC),25,-131,218,0
239,In The Paint (Non-RA),Center(C),6,-28,59,0
240,In The Paint (Non-RA),Center(C),7,19,76,0
241,Above the Break 3,Left Side Center(LC),27,-148,231,0
242,In The Paint (Non-RA),Center(C),4,30,38,0
243,In The Paint (Non-RA),Right Side(R),10,74,74,0
244,Mid-Range,Left Side Center(LC),18,-92,162,1
245,Above the Break 3,Right Side Center(RC),25,229,106,0
246,Mid-Range,Center(C),14,1,142,0
247,Above the Break 3,Center(C),29,-15,293,0
248,Restricted Area,Center(C),1,-9,6,1
249,Restricted Area,Center(C),3,-33,19,1
250,Above the Break 3,Left Side Center(LC),25,-182,182,0
251,Above the Break 3,Left Side Center(LC),25,-207,150,0
252,Above the Break 3,Center(C),27,25,269,1
253,Mid-Range,Left Side Center(LC),16,-108,119,1
254,Mid-Range,Left Side Center(LC),20,-68,193,0
255,Above the Break 3,Right Side Center(RC),28,143,250,0
256,Restricted Area,Center(C),2,-21,8,0
257,Above the Break 3,Center(C),27,-84,266,1
258,Above the Break 3,Right Side Center(RC),26,239,110,0
259,Right Corner 3,Right Side(R),23,223,58,0
260,Mid-Range,Center(C),18,-33,180,1
261,Above the Break 3,Right Side Center(RC),26,221,144,0
262,Mid-Range,Left Side Center(LC),18,-99,154,0
263,Mid-Range,Left Side(L),18,-182,-1,0
264,Above the Break 3,Right Side Center(RC),27,193,194,1
265,Above the Break 3,Left Side Center(LC),28,-193,204,1
266,Restricted Area,Center(C),2,-16,16,0
267,Restricted Area,Center(C),0,0,6,1
268,Above the Break 3,Right Side Center(RC),25,180,178,1
269,Restricted Area,Center(C),0,-2,9,0
270,In The Paint (Non-RA),Center(C),13,29,131,0
271,Restricted Area,Center(C),1,11,14,1
272,Above the Break 3,Left Side Center(LC),26,-134,227,0
273,Mid-Range,Left Side(L),11,-118,-5,0
274,Restricted Area,Center(C),0,-3,-5,1
275,Restricted Area,Center(C),0,-6,6,1
276,In The Paint (Non-RA),Center(C),11,16,116,1
277,In The Paint (Non-RA),Center(C),13,22,132,1
278,Above the Break 3,Left Side Center(LC),28,-197,206,1
279,Restricted Area,Center(C),0,5,-1,1
280,Restricted Area,Center(C),0,-2,-4,0
281,Mid-Range,Left Side Center(LC),17,-115,132,0
282,Mid-Range,Center(C),20,16,206,0
283,Restricted Area,Center(C),0,-5,-3,0
284,Above the Break 3,Center(C),28,-79,278,1
285,Above the Break 3,Left Side Center(LC),31,-182,251,0
286,Mid-Range,Right Side(R),13,129,38,1
287,In The Paint (Non-RA),Center(C),11,-11,117,0
288,Restricted Area,Center(C),3,9,30,0
289,Above the Break 3,Left Side Center(LC),25,-125,220,0
290,Mid-Range,Left Side(L),17,-145,89,0
291,Right Corner 3,Right Side(R),23,230,48,0
292,Above the Break 3,Left Side Center(LC),26,-86,253,0
293,Above the Break 3,Left Side Center(LC),25,-126,217,1
294,Above the Break 3,Left Side Center(LC),26,-147,217,0
295,Mid-Range,Center(C),19,52,193,1
296,Above the Break 3,Left Side Center(LC),25,-81,239,1
297,Above the Break 3,Right Side Center(RC),26,125,235,0
298,Above the Break 3,Right Side Center(RC),26,147,225,0
299,In The Paint (Non-RA),Center(C),4,35,26,0
300,Mid-Range,Center(C),16,-12,162,0
301,Above the Break 3,Left Side Center(LC),25,-179,186,0
302,Above the Break 3,Center(C),26,-81,251,0
303,Above the Break 3,Center(C),28,-65,273,0
304,Restricted Area,Center(C),2,20,16,0
305,Left Corner 3,Left Side(L),23,-234,34,1
306,Above the Break 3,Center(C),26,-63,260,0
307,In The Paint (Non-RA),Center(C),4,37,18,1
308,Restricted Area,Center(C),3,33,22,0
309,Restricted Area,Center(C),1,8,17,0
310,Restricted Area,Center(C),2,-25,-2,0
311,Above the Break 3,Left Side Center(LC),26,-218,143,0
312,Restricted Area,Center(C),1,16,-2,1
313,Above the Break 3,Center(C),26,-33,261,1
314,In The Paint (Non-RA),Center(C),10,-48,98,0
315,In The Paint (Non-RA),Center(C),13,20,135,1
316,Right Corner 3,Right Side(R),22,228,15,0
317,In The Paint (Non-RA),Center(C),7,49,55,1
318,Above the Break 3,Center(C),28,71,271,0
319,Above the Break 3,Right Side Center(RC),26,166,204,1
320,Mid-Range,Right Side(R),18,155,92,1
321,In The Paint (Non-RA),Center(C),13,57,117,1
322,Mid-Range,Center(C),18,-26,188,1
323,Above the Break 3,Right Side Center(RC),26,188,187,0
324,Restricted Area,Center(C),1,-15,9,0
325,Above the Break 3,Right Side Center(RC),25,172,183,1
326,Above the Break 3,Left Side Center(LC),27,-92,258,0
327,Above the Break 3,Right Side Center(RC),24,92,231,0
328,Above the Break 3,Left Side Center(LC),25,-213,142,0
329,In The Paint (Non-RA),Center(C),7,-5,75,0
330,Above the Break 3,Right Side Center(RC),25,168,189,0
331,Above the Break 3,Left Side Center(LC),27,-174,217,0
332,In The Paint (Non-RA),Center(C),8,14,81,0
333,Above the Break 3,Left Side Center(LC),26,-201,174,1
334,Above the Break 3,Left Side Center(LC),24,-225,102,1
335,Above the Break 3,Left Side Center(LC),31,-122,287,1
336,Above the Break 3,Center(C),26,41,259,1
337,Right Corner 3,Right Side(R),22,222,50,0
338,Above the Break 3,Center(C),31,-5,310,1
339,Above the Break 3,Left Side Center(LC),26,-161,214,1
340,Above the Break 3,Right Side Center(RC),26,162,214,1
341,Above the Break 3,Left Side Center(LC),32,-154,286,1
342,Above the Break 3,Center(C),27,65,267,1
343,Restricted Area,Center(C),1,13,14,1
344,Restricted Area,Center(C),2,20,9,0
345,Above the Break 3,Left Side Center(LC),24,-97,230,1
346,Above the Break 3,Left Side Center(LC),24,-79,237,1
347,Restricted Area,Center(C),2,0,25,1
348,Restricted Area,Center(C),1,17,5,1
349,Above the Break 3,Left Side Center(LC),24,-114,222,0
350,Restricted Area,Center(C),3,9,35,0
351,Restricted Area,Center(C),3,25,21,1
352,Restricted Area,Center(C),0,5,4,1
353,Restricted Area,Center(C),0,3,8,1
354,Above the Break 3,Center(C),24,54,237,0
355,Left Corner 3,Left Side(L),23,-237,26,0
356,Restricted Area,Center(C),1,8,-7,1
357,Restricted Area,Center(C),1,9,13,0
358,Mid-Range,Center(C),18,46,184,0
359,Above the Break 3,Center(C),24,-73,237,0
360,Above the Break 3,Right Side Center(RC),25,196,167,0
361,Above the Break 3,Center(C),25,27,252,0
362,Restricted Area,Center(C),1,17,1,1
363,Above the Break 3,Right Side Center(RC),24,165,184,0
364,In The Paint (Non-RA),Center(C),7,1,77,0
365,Above the Break 3,Left Side Center(LC),27,-89,257,0
366,In The Paint (Non-RA),Center(C),7,-8,75,0
367,Above the Break 3,Center(C),28,-67,272,0
368,Restricted Area,Center(C),1,0,16,1
369,Above the Break 3,Left Side Center(LC),26,-109,247,0
370,Above the Break 3,Right Side Center(RC),27,192,191,1
371,Mid-Range,Center(C),20,-46,199,1
372,Restricted Area,Center(C),0,-4,-2,0
373,Restricted Area,Center(C),0,5,4,0
374,Above the Break 3,Center(C),27,-30,269,1
375,Above the Break 3,Center(C),26,-81,250,0
376,In The Paint (Non-RA),Center(C),10,40,100,0
377,Above the Break 3,Right Side Center(RC),25,184,173,0
378,Mid-Range,Center(C),14,0,149,0
379,Above the Break 3,Center(C),25,78,247,0
380,Restricted Area,Center(C),1,-12,1,1
381,Restricted Area,Center(C),1,2,10,0
382,Restricted Area,Center(C),0,0,0,0
383,In The Paint (Non-RA),Center(C),4,-6,47,0
384,Above the Break 3,Center(C),25,-2,253,1
385,Above the Break 3,Center(C),25,-40,252,0
386,Mid-Range,Right Side(R),19,171,89,0
387,Restricted Area,Center(C),0,2,0,1
388,Above the Break 3,Right Side Center(RC),25,114,230,1
389,Above the Break 3,Left Side Center(LC),25,-158,205,0
390,Mid-Range,Right Side(R),10,92,59,0
391,Above the Break 3,Center(C),24,43,246,1
392,Above the Break 3,Center(C),25,21,256,0
393,Above the Break 3,Left Side Center(LC),26,-111,241,1
394,Mid-Range,Center(C),19,45,192,0
395,Above the Break 3,Right Side Center(RC),25,148,205,1
396,Mid-Range,Left Side(L),15,-102,116,1
397,Above the Break 3,Center(C),27,65,263,0
398,Above the Break 3,Left Side Center(LC),25,-233,95,1
399,Mid-Range,Center(C),17,-11,174,1
400,Mid-Range,Left Side(L),13,-108,84,0
401,Restricted Area,Center(C),2,5,24,1
402,Restricted Area,Center(C),1,-8,6,1
403,Mid-Range,Left Side Center(LC),19,-62,184,1
404,Above the Break 3,Center(C),26,-79,255,0
405,In The Paint (Non-RA),Center(C),7,7,74,1
406,Mid-Range,Center(C),15,46,150,1
407,Above the Break 3,Center(C),28,-60,274,1
408,Above the Break 3,Right Side Center(RC),25,211,144,0
409,Mid-Range,Center(C),17,-22,172,0
410,Above the Break 3,Right Side Center(RC),26,122,233,1
411,Restricted Area,Center(C),1,-13,7,0
412,Above the Break 3,Left Side Center(LC),26,-171,201,0
413,Above the Break 3,Left Side Center(LC),25,-138,210,0
414,Mid-Range,Center(C),18,1,184,1
415,In The Paint (Non-RA),Center(C),8,34,78,0
416,Above the Break 3,Right Side Center(RC),27,162,227,0
417,Above the Break 3,Left Side Center(LC),26,-185,196,1
418,Above the Break 3,Right Side Center(RC),25,218,126,0
419,In The Paint (Non-RA),Center(C),4,16,46,0
420,Mid-Range,Left Side Center(LC),20,-100,175,0
421,In The Paint (Non-RA),Center(C),13,22,133,0
422,Above the Break 3,Right Side Center(RC),25,123,218,1
423,In The Paint (Non-RA),Center(C),4,40,11,0
424,Above the Break 3,Left Side Center(LC),26,-92,253,1
425,Above the Break 3,Center(C),25,-20,257,0
426,Restricted Area,Center(C),2,-20,10,1
427,Left Corner 3,Left Side(L),23,-230,6,0
428,Above the Break 3,Left Side Center(LC),26,-111,237,1
429,In The Paint (Non-RA),Center(C),12,38,120,1
430,Mid-Range,Center(C),21,41,206,1
431,Restricted Area,Center(C),2,5,23,1
432,Above the Break 3,Right Side Center(RC),38,147,353,0
433,Restricted Area,Center(C),1,8,9,0
434,Mid-Range,Center(C),17,25,174,0
435,Above the Break 3,Center(C),26,-11,266,0
436,Above the Break 3,Right Side Center(RC),27,111,256,0
437,Above the Break 3,Center(C),26,68,261,0
438,Mid-Range,Center(C),17,18,171,0
439,Above the Break 3,Right Side Center(RC),25,115,224,0
440,Mid-Range,Right Side(R),11,101,47,0
441,Left Corner 3,Left Side(L),24,-236,47,1
442,Above the Break 3,Right Side Center(RC),27,115,246,0
443,Left Corner 3,Left Side(L),23,-232,23,1
444,Mid-Range,Center(C),19,-45,193,1
445,Above the Break 3,Left Side Center(LC),25,-208,143,0
446,Restricted Area,Center(C),1,5,17,1
447,Above the Break 3,Center(C),26,35,262,0
448,Mid-Range,Center(C),18,37,184,1
449,Above the Break 3,Center(C),26,46,256,1
450,Above the Break 3,Center(C),28,-54,283,0
451,In The Paint (Non-RA),Center(C),6,-62,7,1
452,In The Paint (Non-RA),Center(C),13,-62,117,0
453,Above the Break 3,Right Side Center(RC),26,192,181,1
454,Left Corner 3,Left Side(L),23,-232,-3,0
455,Restricted Area,Center(C),2,5,27,1
456,In The Paint (Non-RA),Center(C),10,-24,104,1
457,Mid-Range,Center(C),16,11,168,0
458,Restricted Area,Center(C),2,11,22,1
459,Above the Break 3,Right Side Center(RC),28,175,227,0
460,Above the Break 3,Center(C),27,-70,263,1
461,Above the Break 3,Right Side Center(RC),28,138,247,0
462,Mid-Range,Right Side Center(RC),20,84,185,0
463,Above the Break 3,Left Side Center(LC),25,-129,221,1
464,Above the Break 3,Center(C),26,23,264,0
465,Above the Break 3,Center(C),26,-22,262,1
466,Mid-Range,Center(C),18,40,185,0
467,Mid-Range,Center(C),18,3,186,0
468,Above the Break 3,Center(C),26,81,252,0
469,Above the Break 3,Left Side Center(LC),26,-182,195,0
470,Right Corner 3,Right Side(R),23,230,31,1
471,Mid-Range,Right Side Center(RC),18,62,179,1
472,Restricted Area,Center(C),3,16,27,0
473,Above the Break 3,Center(C),26,-43,257,1
474,Above the Break 3,Right Side Center(RC),30,185,237,0
475,Restricted Area,Center(C),1,-4,11,1
476,Above the Break 3,Left Side Center(LC),26,-127,236,0
477,Restricted Area,Center(C),2,-2,21,0
478,Above the Break 3,Center(C),26,-74,251,0
479,Restricted Area,Center(C),3,8,29,0
480,Restricted Area,Center(C),0,6,2,0
481,In The Paint (Non-RA),Center(C),5,16,55,1
482,Mid-Range,Center(C),18,3,186,0
483,Restricted Area,Center(C),1,9,5,0
484,Mid-Range,Left Side Center(LC),22,-117,195,0
485,Restricted Area,Center(C),1,10,4,0
486,In The Paint (Non-RA),Center(C),12,59,115,1
487,Above the Break 3,Left Side Center(LC),26,-180,196,0
488,Mid-Range,Center(C),20,2,202,0
489,Above the Break 3,Right Side Center(RC),24,182,168,1
490,Above the Break 3,Center(C),24,-57,236,1
491,Mid-Range,Right Side(R),15,150,9,0
492,Above the Break 3,Right Side Center(RC),25,122,222,0
493,Restricted Area,Center(C),1,14,8,0
494,Above the Break 3,Right Side Center(RC),24,187,155,0
495,Above the Break 3,Center(C),24,-67,236,0
496,Restricted Area,Center(C),1,-11,10,0
497,Above the Break 3,Center(C),24,-49,243,0
498,Above the Break 3,Right Side Center(RC),25,144,209,0
499,Above the Break 3,Right Side Center(RC),25,115,224,0
500,Mid-Range,Center(C),21,-19,214,0
501,Above the Break 3,Right Side Center(RC),25,105,237,1
502,Above the Break 3,Left Side Center(LC),35,-208,290,1
503,Above the Break 3,Left Side Center(LC),27,-87,262,1
504,Above the Break 3,Left Side Center(LC),26,-163,214,1
505,Above the Break 3,Left Side Center(LC),24,-228,97,0
506,Above the Break 3,Right Side Center(RC),24,106,225,0
507,Restricted Area,Center(C),2,22,14,1
508,Restricted Area,Center(C),0,-2,6,1
509,Above the Break 3,Left Side Center(LC),25,-109,231,1
510,Above the Break 3,Right Side Center(RC),26,215,152,0
511,In The Paint (Non-RA),Center(C),6,-29,55,0
512,Above the Break 3,Right Side Center(RC),26,155,211,0
513,In The Paint (Non-RA),Right Side(R),8,65,55,0
514,Left Corner 3,Left Side(L),22,-226,5,0
515,Restricted Area,Center(C),2,-9,28,0
516,Above the Break 3,Left Side Center(LC),26,-180,194,0
517,Mid-Range,Right Side(R),21,195,81,0
518,Mid-Range,Left Side(L),20,-169,115,1
519,Mid-Range,Left Side Center(LC),21,-126,169,0
520,In The Paint (Non-RA),Center(C),4,49,4,1
521,Mid-Range,Left Side(L),10,-103,26,0
522,In The Paint (Non-RA),Center(C),4,-38,15,0
523,In The Paint (Non-RA),Center(C),5,-9,55,0
524,Mid-Range,Center(C),20,-16,201,0
525,Left Corner 3,Left Side(L),23,-230,-6,0
526,Above the Break 3,Left Side Center(LC),26,-166,206,0
527,Above the Break 3,Left Side Center(LC),25,-192,168,1
528,Above the Break 3,Left Side Center(LC),25,-176,183,1
529,Right Corner 3,Right Side(R),23,236,-4,0
530,Above the Break 3,Left Side Center(LC),29,-106,278,1
531,Above the Break 3,Center(C),24,6,249,1
532,Above the Break 3,Right Side Center(RC),33,168,289,1
533,Above the Break 3,Left Side Center(LC),27,-139,241,0
534,In The Paint (Non-RA),Center(C),4,35,30,0
535,Above the Break 3,Center(C),25,-57,251,0
536,Above the Break 3,Center(C),30,-64,294,0
537,Mid-Range,Left Side Center(LC),19,-139,135,1
538,Above the Break 3,Right Side Center(RC),25,164,201,0
539,Above the Break 3,Left Side Center(LC),27,-166,225,1
540,Right Corner 3,Right Side(R),24,232,73,0
541,Left Corner 3,Left Side(L),23,-233,27,1
542,In The Paint (Non-RA),Center(C),5,-41,43,0
543,Above the Break 3,Right Side Center(RC),25,101,231,1
544,Above the Break 3,Left Side Center(LC),25,-213,137,1
545,In The Paint (Non-RA),Center(C),5,18,49,0
546,Restricted Area,Center(C),1,2,12,0
547,In The Paint (Non-RA),Center(C),4,-45,21,0
548,In The Paint (Non-RA),Center(C),5,51,-9,0
549,In The Paint (Non-RA),Center(C),4,36,34,0
550,Above the Break 3,Left Side Center(LC),27,-106,259,1
551,In The Paint (Non-RA),Center(C),4,44,15,0
552,Restricted Area,Center(C),2,27,3,1
553,Restricted Area,Center(C),3,-35,6,0
554,Above the Break 3,Left Side Center(LC),27,-189,197,0
555,Above the Break 3,Left Side Center(LC),29,-156,247,0
556,Above the Break 3,Center(C),27,72,264,0
557,Mid-Range,Center(C),18,25,185,0
558,Restricted Area,Center(C),3,32,9,0
559,Above the Break 3,Right Side Center(RC),24,110,221,1
560,Above the Break 3,Center(C),25,25,257,0
561,Above the Break 3,Right Side Center(RC),34,174,300,0
562,In The Paint (Non-RA),Center(C),6,-13,63,0
563,Above the Break 3,Right Side Center(RC),30,181,243,0
564,Above the Break 3,Right Side Center(RC),27,90,256,1
565,Above the Break 3,Center(C),27,13,274,0
566,Mid-Range,Right Side Center(RC),21,95,195,1
567,Above the Break 3,Center(C),25,12,258,0
568,In The Paint (Non-RA),Center(C),5,-24,48,0
569,Restricted Area,Center(C),3,27,14,0
570,Mid-Range,Center(C),21,-20,210,0
571,Restricted Area,Center(C),3,6,38,0
572,Above the Break 3,Right Side Center(RC),25,205,153,0
573,Above the Break 3,Left Side Center(LC),26,-138,230,0
574,Backcourt,Back Court(BC),67,193,647,0
575,Above the Break 3,Left Side Center(LC),30,-164,253,1
576,Restricted Area,Center(C),1,4,12,0
577,Above the Break 3,Left Side Center(LC),28,-180,226,0
578,Above the Break 3,Left Side Center(LC),24,-207,129,1
579,Restricted Area,Center(C),3,-30,3,1
580,Mid-Range,Right Side Center(RC),19,60,184,0
581,Restricted Area,Center(C),2,18,17,1
582,Above the Break 3,Center(C),25,76,239,0
583,Above the Break 3,Right Side Center(RC),28,89,268,0
584,Mid-Range,Right Side Center(RC),17,104,140,1
585,Above the Break 3,Center(C),25,14,253,0
586,Mid-Range,Right Side(R),15,154,3,0
587,Above the Break 3,Left Side Center(LC),38,-216,315,1
588,Above the Break 3,Right Side Center(RC),25,102,239,0
589,Restricted Area,Center(C),2,-20,17,1
590,Restricted Area,Center(C),3,29,27,0
591,Above the Break 3,Center(C),28,-1,283,0
592,Above the Break 3,Center(C),26,5,268,0
593,Above the Break 3,Left Side Center(LC),27,-146,231,0
594,Restricted Area,Center(C),1,-5,13,1
595,In The Paint (Non-RA),Center(C),9,39,84,0
596,Above the Break 3,Left Side Center(LC),25,-107,227,0
597,Above the Break 3,Center(C),25,-75,241,0
598,Above the Break 3,Center(C),28,-62,283,1
599,Restricted Area,Center(C),2,2,20,0
600,Mid-Range,Right Side Center(RC),18,142,125,0
601,Right Corner 3,Right Side(R),22,226,-15,0
602,Restricted Area,Center(C),1,15,7,1
603,Above the Break 3,Right Side Center(RC),25,144,216,0
604,Restricted Area,Center(C),1,11,4,0
605,Restricted Area,Center(C),1,9,8,1
606,Above the Break 3,Center(C),33,42,332,0
607,Above the Break 3,Right Side Center(RC),25,124,222,1
608,Restricted Area,Center(C),1,6,13,0
609,Left Corner 3,Left Side(L),22,-229,16,0
610,Mid-Range,Left Side Center(LC),21,-152,148,0
611,Above the Break 3,Left Side Center(LC),33,-193,274,0
612,Above the Break 3,Left Side Center(LC),34,-177,295,1
613,Above the Break 3,Left Side Center(LC),35,-190,298,0
