,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_MADE_FLAG
551,Right Corner 3,Right Side(R),23,235,31,0
552,Restricted Area,Center(C),2,24,16,0
553,Above the Break 3,Center(C),26,5,260,1
554,Above the Break 3,Left Side Center(LC),25,-85,237,0
555,Restricted Area,Center(C),1,6,13,0
556,Mid-Range,Right Side Center(RC),21,133,170,0
557,Restricted Area,Center(C),2,12,16,0
558,Above the Break 3,Left Side Center(LC),26,-101,241,1
559,Above the Break 3,Left Side Center(LC),26,-109,244,0
560,In The Paint (Non-RA),Center(C),4,38,-15,0
561,Restricted Area,Center(C),0,2,1,1
562,Above the Break 3,Right Side Center(RC),24,187,157,0
563,Right Corner 3,Right Side(R),23,227,61,0
564,Restricted Area,Center(C),1,14,14,1
565,Restricted Area,Center(C),1,1,17,1
566,In The Paint (Non-RA),Right Side(R),8,67,53,0
567,Right Corner 3,Right Side(R),23,228,63,1
568,Restricted Area,Center(C),3,35,10,0
569,Above the Break 3,Center(C),25,-20,258,0
570,Restricted Area,Center(C),1,13,10,1
571,Above the Break 3,Center(C),25,-40,252,1
572,Restricted Area,Center(C),1,2,11,1
573,Restricted Area,Center(C),0,0,7,1
574,Right Corner 3,Right Side(R),23,230,41,0
575,Restricted Area,Center(C),0,4,0,1
576,Above the Break 3,Left Side Center(LC),27,-183,205,0
577,In The Paint (Non-RA),Center(C),5,54,17,0
578,Above the Break 3,Left Side Center(LC),26,-186,185,1
579,Above the Break 3,Left Side Center(LC),30,-132,277,0
580,Restricted Area,Center(C),0,0,5,1
581,In The Paint (Non-RA),Center(C),4,-9,42,0
582,Above the Break 3,Left Side Center(LC),25,-207,148,0
583,Above the Break 3,Right Side Center(RC),26,231,132,0
584,Above the Break 3,Right Side Center(RC),31,201,246,1
585,Restricted Area,Center(C),0,-3,4,1
586,Above the Break 3,Center(C),25,57,246,0
587,Above the Break 3,Left Side Center(LC),27,-144,238,1
588,In The Paint (Non-RA),Center(C),4,-44,13,0
589,Above the Break 3,Right Side Center(RC),24,204,143,0
590,Restricted Area,Center(C),1,-12,6,0
591,Above the Break 3,Left Side Center(LC),25,-197,164,1
592,Restricted Area,Center(C),1,11,15,1
593,Restricted Area,Center(C),0,7,4,1
594,In The Paint (Non-RA),Center(C),15,72,136,0
595,Right Corner 3,Right Side(R),23,237,5,0
596,Mid-Range,Center(C),14,-22,145,0
597,Left Corner 3,Left Side(L),23,-233,4,1
598,Above the Break 3,Left Side Center(LC),26,-112,242,0
599,Above the Break 3,Right Side Center(RC),27,185,208,0
600,Mid-Range,Center(C),20,41,198,0
601,Restricted Area,Center(C),1,-13,0,1
602,Restricted Area,Center(C),2,-6,20,1
603,Restricted Area,Center(C),2,-9,25,0
604,Above the Break 3,Right Side Center(RC),27,190,201,1
605,Above the Break 3,Center(C),27,-2,273,0
606,Restricted Area,Center(C),2,6,25,0
607,Above the Break 3,Left Side Center(LC),26,-191,186,0
608,Above the Break 3,Center(C),27,-2,278,1
609,Restricted Area,Center(C),1,-6,10,1
610,In The Paint (Non-RA),Center(C),11,44,111,1
611,Above the Break 3,Right Side Center(RC),25,111,226,1
612,Restricted Area,Center(C),1,-8,14,1
613,Above the Break 3,Center(C),25,-31,251,1
614,Above the Break 3,Center(C),25,17,258,0
615,In The Paint (Non-RA),Center(C),11,29,115,0
616,Restricted Area,Center(C),1,-16,10,1
617,Mid-Range,Center(C),14,-6,143,1
618,Above the Break 3,Center(C),24,-63,237,1
619,Above the Break 3,Left Side Center(LC),28,-171,230,0
620,Above the Break 3,Center(C),24,-2,244,0
621,In The Paint (Non-RA),Center(C),4,29,34,0
622,Restricted Area,Center(C),2,-20,7,1
623,Restricted Area,Center(C),1,-13,2,0
624,Above the Break 3,Center(C),24,-8,248,0
625,Right Corner 3,Right Side(R),24,230,71,1
626,Above the Break 3,Right Side Center(RC),24,216,116,0
627,Restricted Area,Center(C),3,30,2,1
628,Mid-Range,Center(C),16,-9,163,1
629,Restricted Area,Center(C),2,-22,7,0
630,Restricted Area,Center(C),3,-32,4,0
631,In The Paint (Non-RA),Center(C),8,30,76,0
632,Restricted Area,Center(C),0,-9,-1,1
633,Above the Break 3,Right Side Center(RC),26,106,242,1
634,Mid-Range,Right Side Center(RC),20,81,186,1
635,Right Corner 3,Right Side(R),22,227,10,0
636,Mid-Range,Center(C),19,-8,193,1
637,Above the Break 3,Right Side Center(RC),26,173,206,0
638,Restricted Area,Center(C),3,30,11,0
639,Above the Break 3,Right Side Center(RC),25,159,204,0
640,Above the Break 3,Right Side Center(RC),28,137,252,0
641,Above the Break 3,Center(C),25,-42,256,0
642,Above the Break 3,Center(C),29,85,282,1
643,Restricted Area,Center(C),1,12,5,1
644,Above the Break 3,Center(C),24,-11,246,0
645,Mid-Range,Right Side Center(RC),20,85,188,0
646,In The Paint (Non-RA),Center(C),5,25,52,0
647,Mid-Range,Left Side(L),20,-201,33,1
648,Above the Break 3,Left Side Center(LC),24,-216,116,1
649,Above the Break 3,Left Side Center(LC),24,-128,213,0
650,Mid-Range,Right Side(R),21,214,28,0
651,Above the Break 3,Right Side Center(RC),24,167,178,0
652,Above the Break 3,Center(C),25,-19,258,0
653,Above the Break 3,Right Side Center(RC),25,129,218,1
654,Above the Break 3,Center(C),25,-39,249,1
655,Mid-Range,Left Side Center(LC),18,-71,167,0
656,Above the Break 3,Center(C),25,60,247,0
657,Restricted Area,Center(C),1,-13,10,1
658,In The Paint (Non-RA),Left Side(L),9,-55,78,0
659,Left Corner 3,Left Side(L),22,-226,-8,1
660,Restricted Area,Center(C),1,6,13,1
661,Above the Break 3,Left Side Center(LC),27,-201,192,0
662,Above the Break 3,Right Side Center(RC),25,164,200,0
663,Left Corner 3,Left Side(L),22,-223,29,0
664,Left Corner 3,Left Side(L),22,-227,-5,0
665,Restricted Area,Center(C),1,18,5,1
666,Mid-Range,Center(C),20,13,205,1
667,Above the Break 3,Center(C),27,25,277,0
668,Above the Break 3,Right Side Center(RC),27,112,252,1
669,Restricted Area,Center(C),2,20,7,1
670,Restricted Area,Center(C),3,11,31,0
671,Above the Break 3,Center(C),26,-16,269,1
672,Right Corner 3,Right Side(R),23,231,2,0
673,Restricted Area,Center(C),0,-8,1,1
674,Restricted Area,Center(C),2,-24,15,0
675,Above the Break 3,Right Side Center(RC),25,162,197,0
676,Above the Break 3,Right Side Center(RC),25,192,173,0
677,Above the Break 3,Right Side Center(RC),26,187,193,0
678,Right Corner 3,Right Side(R),22,221,2,1
679,Restricted Area,Center(C),2,8,20,0
680,Above the Break 3,Right Side Center(RC),28,90,268,0
681,Above the Break 3,Left Side Center(LC),26,-210,168,0
682,Above the Break 3,Left Side Center(LC),27,-203,181,1
683,Mid-Range,Right Side Center(RC),19,106,159,0
684,Above the Break 3,Right Side Center(RC),26,190,182,0
685,Right Corner 3,Right Side(R),24,242,15,0
686,In The Paint (Non-RA),Center(C),5,29,50,1
687,Above the Break 3,Left Side Center(LC),25,-85,243,0
688,Mid-Range,Left Side(L),15,-136,83,1
689,Above the Break 3,Left Side Center(LC),27,-120,245,0
690,Above the Break 3,Center(C),24,-71,230,1
691,Above the Break 3,Right Side Center(RC),30,174,252,0
692,Restricted Area,Center(C),2,24,1,0
693,Mid-Range,Left Side(L),20,-202,20,1
694,Mid-Range,Left Side(L),15,-157,1,0
695,Above the Break 3,Left Side Center(LC),28,-137,246,0
696,Above the Break 3,Center(C),26,68,253,1
697,Above the Break 3,Left Side Center(LC),26,-99,248,0
698,Right Corner 3,Right Side(R),23,232,11,1
699,Above the Break 3,Left Side Center(LC),31,-168,268,0
700,In The Paint (Non-RA),Center(C),4,-7,47,0
701,Restricted Area,Center(C),1,14,0,0
702,Above the Break 3,Right Side Center(RC),24,221,96,0
703,Above the Break 3,Right Side Center(RC),27,154,231,0
704,Restricted Area,Center(C),2,-23,15,1
705,Above the Break 3,Left Side Center(LC),25,-158,206,0
706,Above the Break 3,Left Side Center(LC),25,-145,211,1
707,In The Paint (Non-RA),Center(C),4,36,18,0
708,Right Corner 3,Right Side(R),22,228,0,1
709,Above the Break 3,Center(C),25,25,258,0
710,Restricted Area,Center(C),1,-11,10,1
711,Above the Break 3,Left Side Center(LC),25,-174,180,1
712,Left Corner 3,Left Side(L),22,-222,6,0
713,In The Paint (Non-RA),Center(C),4,-43,25,0
714,Above the Break 3,Left Side Center(LC),24,-193,148,0
715,Above the Break 3,Right Side Center(RC),26,104,242,0
716,Above the Break 3,Center(C),26,46,266,1
717,Above the Break 3,Right Side Center(RC),26,183,193,1
718,Above the Break 3,Left Side Center(LC),24,-192,159,1
719,Right Corner 3,Right Side(R),22,222,20,1
720,Restricted Area,Center(C),3,-30,6,1
721,Restricted Area,Center(C),3,-27,15,0
722,Above the Break 3,Center(C),25,9,257,0
723,Above the Break 3,Left Side Center(LC),25,-165,197,1
724,Right Corner 3,Right Side(R),23,231,22,0
725,Above the Break 3,Right Side Center(RC),26,125,236,1
726,Above the Break 3,Center(C),25,-8,251,1
727,Restricted Area,Center(C),2,-24,6,0
728,Above the Break 3,Center(C),31,14,319,1
729,Restricted Area,Center(C),1,-13,2,1
730,Restricted Area,Center(C),0,2,7,1
731,Left Corner 3,Left Side(L),23,-239,20,0
732,Restricted Area,Center(C),0,1,4,0
733,Restricted Area,Center(C),1,12,11,1
734,In The Paint (Non-RA),Center(C),6,38,55,1
735,Restricted Area,Center(C),0,0,5,1
736,Above the Break 3,Right Side Center(RC),25,214,130,0
737,Restricted Area,Center(C),2,23,3,1
738,Restricted Area,Center(C),1,-9,15,0
739,Above the Break 3,Right Side Center(RC),27,106,253,0
740,Above the Break 3,Left Side Center(LC),24,-216,111,1
741,Mid-Range,Left Side Center(LC),21,-106,187,0
742,Right Corner 3,Right Side(R),23,234,-18,0
743,Restricted Area,Center(C),1,-14,3,0
744,Above the Break 3,Right Side Center(RC),27,153,227,0
745,Above the Break 3,Center(C),25,-57,250,1
746,Above the Break 3,Right Side Center(RC),33,212,257,0
747,Restricted Area,Center(C),3,34,13,0
748,Restricted Area,Center(C),3,30,-1,1
749,Restricted Area,Center(C),2,24,-4,1
750,Above the Break 3,Left Side Center(LC),24,-206,126,0
751,Restricted Area,Center(C),3,29,11,0
752,Restricted Area,Center(C),2,-20,18,1
753,In The Paint (Non-RA),Center(C),4,-43,21,0
754,Above the Break 3,Left Side Center(LC),25,-119,223,0
755,Above the Break 3,Left Side Center(LC),24,-198,142,1
756,Above the Break 3,Right Side Center(RC),29,220,198,0
757,In The Paint (Non-RA),Center(C),5,3,55,1
758,Restricted Area,Center(C),2,-21,4,1
759,Mid-Range,Right Side Center(RC),22,129,185,0
760,In The Paint (Non-RA),Center(C),5,-24,46,1
761,Above the Break 3,Center(C),25,71,241,0
762,Above the Break 3,Left Side Center(LC),25,-195,158,1
763,Restricted Area,Center(C),2,17,19,0
764,Above the Break 3,Center(C),28,-4,282,0
765,In The Paint (Non-RA),Right Side(R),10,55,89,0
766,Restricted Area,Center(C),1,-15,5,1
767,Mid-Range,Right Side(R),8,82,32,0
768,Restricted Area,Center(C),3,11,35,1
769,Restricted Area,Center(C),3,29,12,0
770,Restricted Area,Center(C),3,27,17,0
771,Above the Break 3,Center(C),29,4,296,0
772,Restricted Area,Center(C),2,0,21,0
