,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_MADE_FLAG
533,Above the Break 3,Left Side Center(LC),27,-87,257,0
534,In The Paint (Non-RA),Left Side(L),11,-78,88,0
535,Above the Break 3,Left Side Center(LC),33,-183,280,0
536,Above the Break 3,Center(C),27,-8,277,0
537,In The Paint (Non-RA),Right Side(R),9,67,71,1
538,Restricted Area,Center(C),3,30,17,1
539,Above the Break 3,Center(C),26,-2,263,0
540,Above the Break 3,Center(C),30,7,300,0
541,Above the Break 3,Center(C),27,65,271,0
542,Above the Break 3,Left Side Center(LC),31,-150,272,1
543,Above the Break 3,Left Side Center(LC),30,-143,272,0
544,In The Paint (Non-RA),Center(C),4,-43,16,0
545,Above the Break 3,Center(C),27,-9,277,0
546,Above the Break 3,Left Side Center(LC),27,-154,227,1
547,Above the Break 3,Center(C),26,-78,258,1
548,Above the Break 3,Right Side Center(RC),25,218,141,1
549,Above the Break 3,Right Side Center(RC),27,188,197,0
550,Above the Break 3,Center(C),28,-44,286,0
551,In The Paint (Non-RA),Center(C),4,-7,42,0
552,Above the Break 3,Right Side Center(RC),26,132,230,1
553,Above the Break 3,Center(C),27,6,272,1
554,Restricted Area,Center(C),1,12,15,1
555,In The Paint (Non-RA),Right Side(R),11,61,100,0
556,Above the Break 3,Right Side Center(RC),27,127,243,1
557,Restricted Area,Center(C),2,-16,20,0
558,Restricted Area,Center(C),1,11,14,1
559,Above the Break 3,Center(C),28,-78,276,0
560,Restricted Area,Center(C),2,23,19,0
561,Above the Break 3,Center(C),27,-20,278,1
562,Above the Break 3,Center(C),25,-68,250,0
563,Above the Break 3,Left Side Center(LC),25,-151,200,1
564,Restricted Area,Center(C),1,16,-1,1
565,Above the Break 3,Left Side Center(LC),25,-205,145,0
566,Left Corner 3,Left Side(L),22,-225,24,1
567,Above the Break 3,Left Side Center(LC),30,-168,250,0
568,Mid-Range,Center(C),15,-45,151,1
569,Above the Break 3,Right Side Center(RC),26,117,233,0
570,Above the Break 3,Right Side Center(RC),25,131,220,0
571,In The Paint (Non-RA),Center(C),4,8,41,0
572,Restricted Area,Center(C),3,-28,22,0
573,Above the Break 3,Center(C),26,-22,267,1
574,Above the Break 3,Right Side Center(RC),24,206,139,1
575,Mid-Range,Left Side Center(LC),16,-68,149,0
576,Above the Break 3,Right Side Center(RC),27,193,194,0
577,Above the Break 3,Right Side Center(RC),27,92,255,1
578,In The Paint (Non-RA),Center(C),4,-27,34,1
579,Above the Break 3,Back Court(BC),43,-152,406,0
580,Above the Break 3,Right Side Center(RC),27,228,152,1
581,Restricted Area,Center(C),1,14,10,1
582,Above the Break 3,Left Side Center(LC),25,-101,231,1
583,Restricted Area,Center(C),1,-13,11,1
584,Above the Break 3,Center(C),27,-23,277,1
585,Above the Break 3,Right Side Center(RC),26,95,248,0
586,Above the Break 3,Right Side Center(RC),25,93,242,1
587,Mid-Range,Right Side(R),12,125,2,0
588,Backcourt,Back Court(BC),48,-61,482,0
589,In The Paint (Non-RA),Center(C),6,29,53,0
590,Above the Break 3,Left Side Center(LC),27,-204,184,1
591,Mid-Range,Center(C),15,51,151,1
592,Above the Break 3,Center(C),26,-51,263,1
593,Above the Break 3,Center(C),29,-16,299,1
594,Above the Break 3,Left Side Center(LC),27,-136,236,0
595,Restricted Area,Center(C),2,16,21,0
