,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_MADE_FLAG
584,Mid-Range,Center(C),21,-5,211,1
585,Above the Break 3,Right Side Center(RC),25,95,242,1
586,Left Corner 3,Left Side(L),23,-232,4,0
587,Above the Break 3,Left Side Center(LC),27,-128,242,1
588,In The Paint (Non-RA),Center(C),4,-3,41,1
589,In The Paint (Non-RA),Center(C),9,-30,92,1
590,Above the Break 3,Right Side Center(RC),27,139,241,0
591,Restricted Area,Center(C),2,-11,26,1
592,Mid-Range,Center(C),17,47,167,0
593,Mid-Range,Center(C),15,3,151,0
594,Mid-Range,Center(C),20,-42,205,1
595,Restricted Area,Center(C),0,-5,6,0
596,Above the Break 3,Center(C),25,22,251,0
597,Above the Break 3,Right Side Center(RC),26,137,231,1
598,Mid-Range,Left Side(L),20,-203,34,0
599,Restricted Area,Center(C),3,34,13,0
600,Above the Break 3,Center(C),29,22,299,0
601,Restricted Area,Center(C),1,-9,14,0
602,Above the Break 3,Right Side Center(RC),29,96,274,1
603,Above the Break 3,Left Side Center(LC),34,-214,274,0
604,In The Paint (Non-RA),Center(C),4,-3,41,0
605,Restricted Area,Center(C),2,18,15,0
606,Restricted Area,Center(C),1,-12,7,0
607,Above the Break 3,Center(C),25,-17,252,1
608,In The Paint (Non-RA),Center(C),7,-25,69,1
609,Restricted Area,Center(C),1,-14,12,0
610,Above the Break 3,Left Side Center(LC),26,-85,248,1
611,Above the Break 3,Left Side Center(LC),25,-165,191,0
612,Above the Break 3,Right Side Center(RC),27,123,247,0
613,Above the Break 3,Left Side Center(LC),25,-162,203,1
614,Restricted Area,Center(C),0,2,3,1
615,Above the Break 3,Center(C),31,11,318,0
616,Above the Break 3,Left Side Center(LC),24,-205,125,0
617,Above the Break 3,Right Side Center(RC),25,92,239,1
618,Above the Break 3,Center(C),26,46,259,0
619,In The Paint (Non-RA),Center(C),6,-30,52,0
620,Above the Break 3,Center(C),27,-41,270,0
621,Above the Break 3,Left Side Center(LC),25,-114,230,1
622,Above the Break 3,Center(C),26,47,259,1
623,Above the Break 3,Center(C),25,-16,259,0
624,Mid-Range,Center(C),23,64,226,0
625,Above the Break 3,Center(C),34,-88,331,1
626,Restricted Area,Center(C),0,-8,1,1
627,Restricted Area,Center(C),1,15,5,1
628,Above the Break 3,Center(C),26,15,262,0
629,Above the Break 3,Right Side Center(RC),24,217,116,1
630,Above the Break 3,Right Side Center(RC),31,156,277,0
631,Restricted Area,Center(C),2,22,3,1
632,Restricted Area,Center(C),2,-3,21,0
633,Above the Break 3,Center(C),26,-48,264,0
634,Left Corner 3,Left Side(L),23,-230,62,0
635,Above the Break 3,Center(C),27,1,276,0
636,Above the Break 3,Right Side Center(RC),28,152,236,1
637,Above the Break 3,Right Side Center(RC),26,150,222,0
638,Restricted Area,Center(C),1,-6,16,0
639,Above the Break 3,Center(C),27,-19,277,0
640,In The Paint (Non-RA),Center(C),5,-22,46,0
641,Restricted Area,Center(C),2,-17,11,0
642,Above the Break 3,Right Side Center(RC),26,185,190,0
643,Mid-Range,Center(C),16,-23,160,1
644,Above the Break 3,Left Side Center(LC),27,-164,223,0
645,Mid-Range,Left Side Center(LC),21,-125,169,0
646,Above the Break 3,Center(C),27,-33,277,0
647,Above the Break 3,Left Side Center(LC),25,-168,193,0
648,Above the Break 3,Center(C),29,-5,291,0
649,Left Corner 3,Left Side(L),23,-231,8,0
650,Restricted Area,Center(C),2,24,-5,1
651,Above the Break 3,Right Side Center(RC),27,103,257,0
652,Above the Break 3,Left Side Center(LC),26,-86,250,0
653,Above the Break 3,Center(C),25,62,250,1
654,Above the Break 3,Right Side Center(RC),26,235,113,0
655,Above the Break 3,Left Side Center(LC),25,-123,222,0
656,Above the Break 3,Right Side Center(RC),28,90,271,0
657,Above the Break 3,Left Side Center(LC),25,-204,157,1
658,Left Corner 3,Left Side(L),22,-228,13,1
659,Restricted Area,Center(C),1,-11,1,1
660,Right Corner 3,Right Side(R),24,244,-5,0
661,Above the Break 3,Left Side Center(LC),23,-196,138,0
662,In The Paint (Non-RA),Center(C),6,63,24,0
663,Above the Break 3,Center(C),24,11,246,1
664,Above the Break 3,Left Side Center(LC),24,-193,152,1
665,Restricted Area,Center(C),1,2,17,1
666,Above the Break 3,Left Side Center(LC),24,-87,232,0
667,Above the Break 3,Left Side Center(LC),26,-133,230,0
668,Above the Break 3,Left Side Center(LC),26,-139,223,0
669,Restricted Area,Center(C),2,-22,7,0
670,Above the Break 3,Left Side Center(LC),28,-168,227,0
671,Backcourt,Back Court(BC),62,-164,603,0
672,Restricted Area,Center(C),1,8,13,1
673,Above the Break 3,Left Side Center(LC),25,-94,238,0
674,Above the Break 3,Right Side Center(RC),25,131,216,0
675,Mid-Range,Left Side(L),20,-174,104,0
676,Restricted Area,Center(C),0,-5,6,0
677,Above the Break 3,Center(C),25,-46,252,1
678,Restricted Area,Center(C),0,7,6,1
679,Above the Break 3,Left Side Center(LC),25,-90,235,0
680,Restricted Area,Center(C),0,-5,8,1
681,Restricted Area,Center(C),0,0,9,1
682,Above the Break 3,Center(C),27,70,271,0
683,Restricted Area,Center(C),0,-5,5,1
684,Mid-Range,Center(C),18,19,185,0
685,Above the Break 3,Right Side Center(RC),25,101,238,1
686,Left Corner 3,Left Side(L),23,-232,41,1
687,Above the Break 3,Left Side Center(LC),27,-204,180,0
688,Mid-Range,Left Side(L),14,-85,120,0
689,Restricted Area,Center(C),0,-7,7,0
690,Restricted Area,Center(C),1,11,-3,0
691,Above the Break 3,Center(C),25,-52,247,1
692,In The Paint (Non-RA),Left Side(L),11,-70,86,0
693,Above the Break 3,Center(C),26,75,251,0
694,Above the Break 3,Left Side Center(LC),27,-160,222,1
695,Above the Break 3,Left Side Center(LC),24,-131,211,0
696,Above the Break 3,Center(C),26,20,263,0
697,Above the Break 3,Center(C),26,-11,267,1
698,Above the Break 3,Right Side Center(RC),31,142,277,0
699,Above the Break 3,Right Side Center(RC),27,177,208,0
700,Above the Break 3,Left Side Center(LC),31,-122,291,1
701,Above the Break 3,Right Side Center(RC),26,117,241,0
702,Above the Break 3,Center(C),28,3,284,0
703,Mid-Range,Right Side(R),9,94,29,1
704,Above the Break 3,Center(C),27,-84,263,0
705,Left Corner 3,Left Side(L),24,-235,50,0
706,Above the Break 3,Center(C),28,79,274,1
707,Restricted Area,Center(C),2,10,26,1
708,Above the Break 3,Right Side Center(RC),25,203,148,0
709,Above the Break 3,Center(C),27,-2,273,0
710,Above the Break 3,Left Side Center(LC),25,-100,235,1
711,Mid-Range,Left Side Center(LC),18,-94,155,1
712,Above the Break 3,Center(C),26,11,268,1
713,Above the Break 3,Left Side Center(LC),25,-172,184,1
714,Restricted Area,Center(C),1,12,0,1
715,Restricted Area,Center(C),3,28,17,0
716,Above the Break 3,Center(C),25,1,257,1
717,Restricted Area,Center(C),1,-13,0,1
718,Restricted Area,Center(C),1,13,-4,1
719,Left Corner 3,Left Side(L),23,-236,15,0
720,Above the Break 3,Left Side Center(LC),26,-165,208,1
721,Above the Break 3,Left Side Center(LC),25,-204,150,0
722,Above the Break 3,Center(C),26,43,258,1
723,Above the Break 3,Right Side Center(RC),28,121,255,0
724,Above the Break 3,Right Side Center(RC),25,116,224,1
725,Restricted Area,Center(C),2,-22,13,1
726,Above the Break 3,Left Side Center(LC),26,-180,193,0
727,Above the Break 3,Right Side Center(RC),24,198,151,0
728,Mid-Range,Left Side(L),8,-81,10,1
729,Above the Break 3,Center(C),24,67,235,0
730,Above the Break 3,Center(C),29,41,292,1
731,Restricted Area,Center(C),1,18,7,0
732,Above the Break 3,Right Side Center(RC),27,87,265,0
733,Restricted Area,Center(C),2,19,11,1
734,Above the Break 3,Right Side Center(RC),26,131,236,1
735,Above the Break 3,Right Side Center(RC),27,87,256,0
736,Restricted Area,Center(C),2,-22,8,0
737,Above the Break 3,Left Side Center(LC),25,-144,214,0
738,Restricted Area,Center(C),3,-25,23,0
739,Above the Break 3,Left Side Center(LC),30,-187,246,1
740,Above the Break 3,Center(C),26,-27,268,0
741,Above the Break 3,Center(C),24,15,248,1
742,Restricted Area,Center(C),1,8,6,0
743,Above the Break 3,Center(C),37,-2,370,0
744,Restricted Area,Center(C),1,11,5,0
745,Above the Break 3,Left Side Center(LC),28,-115,256,0
746,Restricted Area,Center(C),1,19,2,1
747,Above the Break 3,Left Side Center(LC),26,-197,175,0
748,Mid-Range,Left Side(L),12,-110,69,0
749,Above the Break 3,Right Side Center(RC),25,85,237,1
750,Restricted Area,Center(C),1,14,-1,1
751,Restricted Area,Center(C),2,18,19,0
752,Above the Break 3,Left Side Center(LC),25,-146,211,1
753,Restricted Area,Center(C),1,-14,1,1
754,Left Corner 3,Left Side(L),22,-225,5,1
755,Above the Break 3,Center(C),26,-22,262,0
756,Above the Break 3,Right Side Center(RC),26,207,163,1
757,Above the Break 3,Right Side Center(RC),26,219,150,0
758,Restricted Area,Center(C),1,-14,8,0
759,Mid-Range,Center(C),17,-42,168,0
760,Above the Break 3,Right Side Center(RC),26,138,224,1
761,Restricted Area,Center(C),2,-1,29,1
762,Restricted Area,Center(C),2,14,16,0
763,In The Paint (Non-RA),Center(C),10,37,100,0
764,Restricted Area,Center(C),3,-34,16,0
765,Above the Break 3,Left Side Center(LC),27,-116,248,0
766,Above the Break 3,Left Side Center(LC),25,-204,154,0
767,Mid-Range,Right Side(R),9,85,33,0
768,Restricted Area,Center(C),1,10,0,0
769,Above the Break 3,Left Side Center(LC),25,-126,221,1
770,Above the Break 3,Left Side Center(LC),25,-117,232,1
771,Above the Break 3,Left Side Center(LC),25,-166,197,0
772,Left Corner 3,Left Side(L),23,-231,6,0
773,Left Corner 3,Left Side(L),23,-228,36,0
774,Above the Break 3,Right Side Center(RC),26,120,239,0
775,Restricted Area,Center(C),1,7,17,1
776,In The Paint (Non-RA),Center(C),7,61,45,1
777,Restricted Area,Center(C),2,29,4,1
778,Above the Break 3,Center(C),24,-43,241,0
779,Above the Break 3,Left Side Center(LC),26,-127,228,0
780,Above the Break 3,Center(C),25,74,241,0
781,Above the Break 3,Center(C),25,19,251,1
782,Above the Break 3,Center(C),29,84,284,0
783,In The Paint (Non-RA),Center(C),4,30,27,0
784,Above the Break 3,Left Side Center(LC),24,-228,102,0
785,Above the Break 3,Left Side Center(LC),28,-196,207,0
786,Mid-Range,Left Side Center(LC),22,-172,151,1
787,Above the Break 3,Center(C),24,68,239,0
788,Above the Break 3,Center(C),26,48,257,0
789,Above the Break 3,Center(C),25,69,248,1
790,Above the Break 3,Center(C),25,-79,244,0
791,Restricted Area,Center(C),2,-20,8,1
792,Mid-Range,Left Side Center(LC),21,-89,197,0
793,Restricted Area,Center(C),3,9,36,1
794,Restricted Area,Center(C),2,-29,3,1
795,Above the Break 3,Center(C),26,2,262,0
796,Mid-Range,Left Side Center(LC),21,-166,132,0
797,Left Corner 3,Left Side(L),23,-232,10,0
798,Restricted Area,Center(C),3,29,13,1
799,In The Paint (Non-RA),Right Side(R),8,45,67,1
800,Above the Break 3,Center(C),26,0,267,1
801,Restricted Area,Center(C),2,9,27,1
802,Above the Break 3,Left Side Center(LC),26,-131,227,0
0,Above the Break 3,Right Side Center(RC),26,133,224,0
1,Above the Break 3,Left Side Center(LC),25,-176,184,0
2,Left Corner 3,Left Side(L),22,-227,10,1
3,Restricted Area,Center(C),1,6,11,1
4,Above the Break 3,Right Side Center(RC),27,110,250,1
5,Above the Break 3,Left Side Center(LC),24,-167,184,1
6,Left Corner 3,Left Side(L),22,-220,-6,1
7,Above the Break 3,Right Side Center(RC),26,157,215,0
8,Left Corner 3,Left Side(L),22,-223,-10,1
9,Above the Break 3,Left Side Center(LC),25,-169,191,0
10,Right Corner 3,Right Side(R),23,232,23,0
11,In The Paint (Non-RA),Center(C),5,57,1,0
12,Above the Break 3,Left Side Center(LC),25,-187,169,0
13,Restricted Area,Center(C),0,0,-6,0
14,Above the Break 3,Center(C),25,-19,250,0
15,Restricted Area,Center(C),3,32,8,0
16,Right Corner 3,Right Side(R),22,229,6,0
17,Above the Break 3,Left Side Center(LC),25,-203,152,0
18,Above the Break 3,Right Side Center(RC),26,97,244,0
19,In The Paint (Non-RA),Center(C),4,6,42,1
20,Above the Break 3,Right Side Center(RC),27,134,240,0
21,Right Corner 3,Right Side(R),23,234,32,1
22,Above the Break 3,Left Side Center(LC),25,-139,210,0
23,Right Corner 3,Right Side(R),22,220,17,0
24,Above the Break 3,Center(C),25,57,253,1
25,Mid-Range,Center(C),16,26,160,1
26,Above the Break 3,Left Side Center(LC),26,-101,246,0
27,Above the Break 3,Left Side Center(LC),24,-222,111,1
28,Restricted Area,Center(C),0,1,9,1
0,Above the Break 3,Center(C),24,59,242,0
1,Restricted Area,Center(C),0,0,-6,0
2,In The Paint (Non-RA),Center(C),7,-25,69,0
3,Above the Break 3,Center(C),25,17,257,1
4,Above the Break 3,Left Side Center(LC),25,-127,219,0
5,In The Paint (Non-RA),Center(C),6,-52,31,0
6,In The Paint (Non-RA),Center(C),4,20,43,0
7,Above the Break 3,Left Side Center(LC),24,-145,199,0
8,Restricted Area,Center(C),3,27,20,1
9,Above the Break 3,Center(C),25,-74,249,0
10,Above the Break 3,Right Side Center(RC),25,84,244,0
11,Above the Break 3,Left Side Center(LC),26,-230,122,0
12,Mid-Range,Center(C),19,35,190,0
13,Above the Break 3,Center(C),25,-7,258,0
14,Restricted Area,Center(C),3,-5,31,0
15,In The Paint (Non-RA),Left Side(L),11,-69,88,0
16,Restricted Area,Center(C),2,-11,18,0
17,Above the Break 3,Center(C),24,-11,246,1
18,Restricted Area,Center(C),3,0,34,0
19,In The Paint (Non-RA),Center(C),6,-29,62,1
20,Above the Break 3,Center(C),25,40,256,1
21,Above the Break 3,Center(C),24,-28,248,0
22,In The Paint (Non-RA),Center(C),5,28,53,1
23,Above the Break 3,Left Side Center(LC),24,-218,106,1
24,In The Paint (Non-RA),Center(C),4,-24,40,0
25,Restricted Area,Center(C),0,0,-6,0
26,Mid-Range,Center(C),15,71,142,0
27,Above the Break 3,Left Side Center(LC),25,-175,190,1
28,Restricted Area,Center(C),1,5,9,1
29,In The Paint (Non-RA),Center(C),13,-20,134,0
30,Above the Break 3,Center(C),27,-65,269,0
31,Mid-Range,Center(C),16,-40,164,0
32,Above the Break 3,Left Side Center(LC),27,-155,226,1
33,Above the Break 3,Left Side Center(LC),27,-117,252,0
34,Restricted Area,Center(C),0,-2,8,1
35,Above the Break 3,Center(C),26,-20,267,1
36,Above the Break 3,Center(C),27,57,268,0
37,Above the Break 3,Right Side Center(RC),26,106,246,0
38,Restricted Area,Center(C),1,-4,13,1
39,In The Paint (Non-RA),Center(C),11,-15,111,0
40,In The Paint (Non-RA),Center(C),4,14,40,0
41,In The Paint (Non-RA),Center(C),9,27,94,1
42,Above the Break 3,Center(C),26,-81,253,1
43,Restricted Area,Center(C),0,-7,1,1
44,Above the Break 3,Left Side Center(LC),25,-113,225,0
45,In The Paint (Non-RA),Center(C),11,11,115,0
46,Restricted Area,Center(C),3,9,32,1
47,Restricted Area,Center(C),2,-21,5,0
48,In The Paint (Non-RA),Center(C),8,-24,77,0
49,Above the Break 3,Left Side Center(LC),25,-203,153,1
50,Restricted Area,Center(C),2,0,20,0
51,Above the Break 3,Left Side Center(LC),26,-114,241,0
52,Right Corner 3,Right Side(R),23,230,63,0
53,Above the Break 3,Center(C),28,-41,278,0
54,In The Paint (Non-RA),Center(C),6,18,64,1
55,Restricted Area,Center(C),3,35,-1,1
56,Above the Break 3,Right Side Center(RC),27,155,225,1
57,Above the Break 3,Center(C),25,-6,258,0
58,Mid-Range,Center(C),15,3,158,0
59,In The Paint (Non-RA),Center(C),4,-35,28,0
60,Above the Break 3,Right Side Center(RC),26,94,245,1
61,In The Paint (Non-RA),Center(C),12,-51,119,0
62,Above the Break 3,Center(C),28,-31,279,0
63,Mid-Range,Left Side(L),12,-124,15,0
64,Mid-Range,Right Side(R),13,139,13,0
65,Above the Break 3,Center(C),26,-14,260,1
66,Restricted Area,Center(C),1,-9,15,0
67,Restricted Area,Center(C),3,-29,21,0
68,Above the Break 3,Left Side Center(LC),25,-125,221,0
69,Above the Break 3,Center(C),26,-34,259,1
70,Above the Break 3,Right Side Center(RC),25,179,181,1
71,Mid-Range,Left Side(L),16,-136,91,0
72,Above the Break 3,Left Side Center(LC),25,-183,175,0
73,Mid-Range,Left Side(L),14,-140,43,0
74,In The Paint (Non-RA),Center(C),10,9,104,0
75,Above the Break 3,Center(C),24,40,245,1
76,In The Paint (Non-RA),Center(C),7,5,79,0
77,Above the Break 3,Center(C),27,-30,272,0
78,Restricted Area,Center(C),3,-8,34,0
79,Mid-Range,Center(C),17,-24,174,0
80,Restricted Area,Center(C),0,-9,2,1
81,Above the Break 3,Center(C),24,36,241,0
82,Right Corner 3,Right Side(R),22,228,8,1
83,Above the Break 3,Center(C),25,-59,253,0
84,Right Corner 3,Right Side(R),22,227,-15,1
85,Restricted Area,Center(C),2,26,12,0
86,Above the Break 3,Left Side Center(LC),24,-84,232,0
87,In The Paint (Non-RA),Center(C),5,44,25,1
88,In The Paint (Non-RA),Center(C),11,41,103,0
89,Above the Break 3,Left Side Center(LC),25,-144,205,0
90,In The Paint (Non-RA),Center(C),12,30,122,0
91,Above the Break 3,Center(C),25,-32,258,1
92,Left Corner 3,Left Side(L),22,-229,-5,0
93,Left Corner 3,Left Side(L),22,-226,3,0
94,Above the Break 3,Center(C),26,7,264,1
95,In The Paint (Non-RA),Left Side(L),8,-67,57,0
96,Above the Break 3,Left Side Center(LC),24,-178,168,0
97,Mid-Range,Left Side Center(LC),19,-79,183,0
98,Above the Break 3,Center(C),25,-24,258,0
99,Above the Break 3,Center(C),24,73,236,0
100,Above the Break 3,Left Side Center(LC),26,-177,194,0
101,Above the Break 3,Center(C),24,52,241,0
102,Above the Break 3,Center(C),25,10,257,0
103,Above the Break 3,Center(C),29,-10,294,1
104,Above the Break 3,Right Side Center(RC),26,101,242,0
105,In The Paint (Non-RA),Right Side(R),8,41,70,0
106,In The Paint (Non-RA),Center(C),13,43,132,1
107,Right Corner 3,Right Side(R),22,227,36,0
108,Above the Break 3,Left Side Center(LC),25,-182,185,0
109,Above the Break 3,Center(C),28,-35,278,0
110,Above the Break 3,Center(C),26,60,262,0
111,Above the Break 3,Right Side Center(RC),26,152,216,1
112,In The Paint (Non-RA),Center(C),10,17,103,0
113,Left Corner 3,Left Side(L),23,-230,3,1
114,Restricted Area,Center(C),0,7,5,1
115,Above the Break 3,Center(C),26,-18,261,1
116,Above the Break 3,Center(C),29,50,290,0
117,Mid-Range,Right Side(R),12,113,53,0
118,Above the Break 3,Left Side Center(LC),26,-143,228,1
119,In The Paint (Non-RA),Center(C),8,-28,83,1
120,In The Paint (Non-RA),Center(C),4,19,43,1
121,Above the Break 3,Right Side Center(RC),25,131,218,0
122,Above the Break 3,Right Side Center(RC),26,105,246,1
123,In The Paint (Non-RA),Center(C),11,8,116,1
124,Above the Break 3,Center(C),26,-60,256,0
125,Above the Break 3,Right Side Center(RC),26,116,235,0
126,Above the Break 3,Left Side Center(LC),27,-140,232,0
127,Above the Break 3,Center(C),25,58,247,0
128,Above the Break 3,Center(C),25,-38,256,0
129,Above the Break 3,Left Side Center(LC),25,-173,194,1
130,Restricted Area,Center(C),0,0,-6,1
131,Restricted Area,Center(C),1,15,0,0
132,Above the Break 3,Left Side Center(LC),29,-186,226,0
133,Above the Break 3,Center(C),24,35,247,0
134,Above the Break 3,Left Side Center(LC),24,-81,231,0
135,Above the Break 3,Center(C),26,-26,262,0
136,Mid-Range,Center(C),19,-40,195,0
137,Left Corner 3,Left Side(L),23,-229,-35,1
138,In The Paint (Non-RA),Center(C),6,10,67,1
139,Mid-Range,Left Side(L),13,-112,67,0
140,Restricted Area,Center(C),0,-3,1,1
141,In The Paint (Non-RA),Center(C),5,7,51,0
142,Above the Break 3,Center(C),24,-69,240,0
143,Restricted Area,Center(C),1,-14,9,1
144,Above the Break 3,Center(C),25,-13,256,0
145,In The Paint (Non-RA),Center(C),10,36,96,1
146,Restricted Area,Center(C),1,15,7,0
147,In The Paint (Non-RA),Center(C),14,-66,125,1
148,In The Paint (Non-RA),Center(C),6,64,7,0
149,Mid-Range,Left Side(L),15,-87,133,1
150,Above the Break 3,Center(C),26,-67,257,1
151,Mid-Range,Right Side Center(RC),20,82,185,0
152,Restricted Area,Center(C),3,18,25,1
153,Above the Break 3,Center(C),25,0,256,1
154,Mid-Range,Center(C),17,-41,168,0
155,Above the Break 3,Center(C),25,-41,250,1
156,Right Corner 3,Right Side(R),22,228,7,0
157,Restricted Area,Center(C),3,-27,15,1
158,Mid-Range,Left Side(L),8,-88,13,0
159,Above the Break 3,Center(C),25,-5,251,1
160,Above the Break 3,Center(C),24,-61,242,0
161,Restricted Area,Center(C),3,-33,17,0
162,Restricted Area,Center(C),0,0,-6,1
163,Mid-Range,Left Side(L),9,-81,41,1
164,Above the Break 3,Center(C),26,5,261,0
165,In The Paint (Non-RA),Center(C),6,-51,41,1
166,Restricted Area,Center(C),1,1,10,1
167,Above the Break 3,Center(C),25,27,253,0
168,Above the Break 3,Center(C),25,-11,256,0
169,Restricted Area,Center(C),1,11,7,0
170,Restricted Area,Center(C),0,0,-6,0
171,Restricted Area,Center(C),1,15,5,1
172,Above the Break 3,Right Side Center(RC),25,84,243,0
173,In The Paint (Non-RA),Center(C),9,38,85,1
174,In The Paint (Non-RA),Center(C),7,-14,70,1
175,Above the Break 3,Center(C),26,8,269,1
176,Mid-Range,Left Side Center(LC),17,-111,136,0
177,In The Paint (Non-RA),Center(C),7,5,75,1
178,Above the Break 3,Left Side Center(LC),26,-168,206,0
179,Above the Break 3,Left Side Center(LC),25,-154,203,1
180,In The Paint (Non-RA),Center(C),14,33,137,0
181,Above the Break 3,Center(C),25,-5,250,1
182,In The Paint (Non-RA),Center(C),8,0,86,1
183,Above the Break 3,Center(C),25,43,247,1
184,Left Corner 3,Left Side(L),23,-231,48,1
185,Above the Break 3,Center(C),25,8,253,1
186,Above the Break 3,Center(C),25,-9,251,0
187,Mid-Range,Right Side Center(RC),19,84,180,0
188,Above the Break 3,Center(C),25,-74,246,1
189,Above the Break 3,Left Side Center(LC),25,-118,225,1
190,Above the Break 3,Center(C),25,51,252,1
191,Mid-Range,Left Side(L),18,-164,86,1
192,In The Paint (Non-RA),Center(C),6,5,60,1
193,Above the Break 3,Right Side Center(RC),25,100,232,0
194,Above the Break 3,Center(C),25,-62,249,0
195,Above the Break 3,Center(C),25,-24,252,0
196,Above the Break 3,Center(C),24,49,241,0
197,Above the Break 3,Left Side Center(LC),25,-84,241,0
198,Above the Break 3,Center(C),25,-25,257,1
199,Right Corner 3,Right Side(R),23,230,38,0
200,Restricted Area,Center(C),1,2,15,1
201,Above the Break 3,Center(C),28,8,289,0
202,Above the Break 3,Center(C),25,-41,255,1
203,Above the Break 3,Center(C),25,-79,246,0
204,Restricted Area,Center(C),0,5,4,1
205,Restricted Area,Center(C),1,-12,5,1
206,Above the Break 3,Center(C),26,47,258,1
207,In The Paint (Non-RA),Center(C),9,-13,90,1
208,Restricted Area,Center(C),0,3,1,1
209,Above the Break 3,Center(C),26,-9,260,1
210,Right Corner 3,Right Side(R),23,230,0,1
211,Mid-Range,Left Side(L),11,-113,24,1
212,Above the Break 3,Left Side Center(LC),26,-97,243,0
213,Restricted Area,Center(C),3,7,36,0
214,Above the Break 3,Center(C),25,-1,257,1
215,Above the Break 3,Left Side Center(LC),26,-159,214,0
216,Above the Break 3,Center(C),25,35,257,1
217,Above the Break 3,Right Side Center(RC),25,109,227,0
218,In The Paint (Non-RA),Center(C),11,13,111,0
219,Above the Break 3,Center(C),27,7,277,0
220,Above the Break 3,Left Side Center(LC),25,-185,176,0
221,Restricted Area,Center(C),1,-8,13,1
222,In The Paint (Non-RA),Left Side(L),9,-50,84,1
223,Above the Break 3,Left Side Center(LC),26,-101,248,1
224,Above the Break 3,Center(C),26,-32,260,0
225,Above the Break 3,Left Side Center(LC),26,-214,149,0
226,Restricted Area,Center(C),1,-12,5,0
227,Above the Break 3,Center(C),26,-41,258,1
228,Restricted Area,Center(C),0,4,-9,1
229,Restricted Area,Center(C),1,10,-3,1
230,Above the Break 3,Left Side Center(LC),28,-154,238,1
231,Above the Break 3,Center(C),25,9,252,0
232,Mid-Range,Left Side Center(LC),21,-176,128,0
233,Above the Break 3,Center(C),25,-20,258,0
234,In The Paint (Non-RA),Center(C),6,-65,9,0
235,Above the Break 3,Center(C),24,-14,248,1
236,Restricted Area,Center(C),1,10,6,0
237,Mid-Range,Right Side Center(RC),17,71,160,0
238,Above the Break 3,Center(C),26,-65,259,0
239,Restricted Area,Center(C),2,20,-6,1
240,Above the Break 3,Right Side Center(RC),25,114,224,0
241,In The Paint (Non-RA),Center(C),7,16,73,1
242,Restricted Area,Center(C),2,25,16,1
243,Above the Break 3,Left Side Center(LC),25,-215,131,0
244,Above the Break 3,Center(C),25,18,257,1
245,In The Paint (Non-RA),Center(C),5,52,4,0
246,Above the Break 3,Center(C),25,54,252,0
247,Restricted Area,Center(C),3,22,31,1
248,Restricted Area,Center(C),0,-3,5,1
249,In The Paint (Non-RA),Center(C),10,6,104,0
250,In The Paint (Non-RA),Center(C),13,-5,136,1
251,Above the Break 3,Center(C),26,0,262,1
252,Above the Break 3,Left Side Center(LC),25,-79,241,1
253,In The Paint (Non-RA),Center(C),13,-51,122,1
254,Above the Break 3,Center(C),30,62,294,0
255,Left Corner 3,Left Side(L),23,-232,-6,0
256,In The Paint (Non-RA),Left Side(L),10,-65,83,1
257,Above the Break 3,Left Side Center(LC),25,-177,188,0
258,In The Paint (Non-RA),Center(C),7,-6,75,1
259,Above the Break 3,Center(C),25,54,252,0
260,Mid-Range,Left Side(L),12,-85,98,1
261,Restricted Area,Center(C),3,19,25,1
262,Above the Break 3,Center(C),28,-1,285,1
263,Above the Break 3,Left Side Center(LC),26,-90,247,0
264,Above the Break 3,Center(C),25,22,257,0
265,Left Corner 3,Left Side(L),22,-228,28,0
266,Mid-Range,Center(C),18,-2,186,0
267,Above the Break 3,Left Side Center(LC),24,-158,190,0
268,Above the Break 3,Right Side Center(RC),26,116,240,0
269,In The Paint (Non-RA),Center(C),11,8,115,1
270,Mid-Range,Center(C),14,-2,143,0
271,Above the Break 3,Center(C),26,-62,256,1
272,Above the Break 3,Center(C),27,-26,271,0
273,Above the Break 3,Left Side Center(LC),25,-113,230,1
274,In The Paint (Non-RA),Center(C),7,68,18,0
275,Restricted Area,Center(C),3,-22,25,1
276,In The Paint (Non-RA),Center(C),10,5,104,1
277,In The Paint (Non-RA),Center(C),9,-5,97,0
278,Above the Break 3,Center(C),27,14,278,0
0,Above the Break 3,Center(C),26,58,259,1
1,Right Corner 3,Right Side(R),22,227,21,1
2,Above the Break 3,Right Side Center(RC),25,100,235,0
3,Above the Break 3,Center(C),26,-44,262,1
4,Above the Break 3,Left Side Center(LC),28,-154,235,0
5,Mid-Range,Center(C),19,-51,186,1
6,Above the Break 3,Center(C),26,3,261,0
7,Left Corner 3,Left Side(L),23,-233,3,1
8,Left Corner 3,Left Side(L),22,-220,16,1
9,Above the Break 3,Right Side Center(RC),25,105,232,1
10,Above the Break 3,Center(C),27,-35,275,0
11,Above the Break 3,Right Side Center(RC),26,177,193,1
12,Mid-Range,Right Side(R),14,147,2,1
13,Left Corner 3,Left Side(L),22,-229,8,0
14,Right Corner 3,Right Side(R),22,227,-3,1
15,Above the Break 3,Right Side Center(RC),26,85,256,1
16,Mid-Range,Left Side Center(LC),16,-123,110,1
17,In The Paint (Non-RA),Center(C),4,-43,17,0
18,Mid-Range,Left Side(L),15,-131,84,0
